hello;Hallo
So I'm earning my fee by saving you a trip. Do you want to have a look?;Ich verdiene mein Honorar, indem ich Ihnen eine Reise erspare. Möchten Sie einen Blick darauf werfen?
There is no breach currently occurring, But...;Derzeit liegt kein Verstoß vor, aber...
I can lock that item so that it won't vanish if you die in deep Wilderness. It'll cost you 500,000 coins and a Trouver parchment.;Ich kann diesen Gegenstand sperren, damit er nicht verschwindet, wenn du in der tiefen Wildnis stirbst. Es kostet Sie 500.000 Münzen und ein Trouver-Pergament.
Hello. I've found some stuff that I think is yours. You can pay me with cash you're carrying, or I can take payments from your bank. Would you like to buy anything from me?;Hallo. Ich habe ein paar Sachen gefunden, von denen ich denke, dass sie dir gehören. Sie können mich mit Bargeld bezahlen, das Sie bei sich tragen, oder ich kann Zahlungen von Ihrer Bank entgegennehmen. Möchten Sie etwas von mir kaufen?
You could get your stuff back elsewhere, sure. Now, maybe it'd be free, or maybe you'd have to pay someone, but you'd definitely have to go on a journey to get it back.;Du könntest deine Sachen sicher woanders zurückbekommen. Nun, vielleicht wäre es kostenlos, oder vielleicht müssten Sie jemanden bezahlen, aber Sie müssten auf jeden Fall eine Reise unternehmen, um es zurückzubekommen.
Show me what you've found.;Zeig mir, was du gefunden hast.
Why do you charge for returning lost items?;Warum fallen für die Rückgabe verlorener Gegenstände Gebühren an?
Please don't disturb me.;Bitte stören Sie mich nicht.
I don't have time to talk to you.;Ich habe keine Zeit, mit dir zu reden.
You are to bring balance to 50 Skeletal Wyverns in the Asgarnian Ice Dungeon.;Du musst 50 Skelettwyvern im Asgarnian Ice Dungeon ins Gleichgewicht bringen.
Hey, [PLAYER_NAME], would you like to come and perform in a mime show?;Hey, [PLAYER_NAME], möchtest du gerne in einer Pantomimeshow auftreten?
VocÃª precisa copiar o desempenho do mÃ­mico e entÃ£o retornarÃ¡ para onde estava.;Sprechen Sie präzise, ​​kopieren Sie die Stimme und geben Sie sie zurück, bevor Sie sie hören.
Sim, eu adoraria fazer um show de mÃ­mica.;Sim, du liebst eine Show von Mímica.
Start The Grand Tree quest?;Die Quest „Der große Baum“ starten?
SÃŒ.;SÃŒ.
Chi Ã¨ Hazelmere?;Chi Ã¨ Hazelmere?
Queste, amico mio, sono le fondamenta della fortezza.;Dies, mein Freund, sono le fundamenta della fortezza.
Per ora.;Pro ora.
Vuoi dire che l'albero Ã¨ malato?;Vuoi dire che l'albero è malato?
Benvenuto Viaggiatore. Sono Re Narnode. Ãˆ bello vedere un outsider.;Benvenuto Viaggiatore. Sono Re Narnode. Ãˆ bello vedere un Outsider.
Non un viaggiatore qualunque delle radici! Questi furono creati dai maghi gnomi eoni fa, da allora sono cresciuti fino a diventare una potente roccaforte!;Nicht ein Viaggiatore qualunque delle radici! Diese furchtbaren Erschaffungen wurden von den meisten Gnomen erschaffen, da sie alle zu einem mächtigen Roccaforte aufstiegen!
Grazie Guthix per il tuo arrivo!;Grazie Guthix für Ihre Ankunft!
Il mago parla solo nella vecchia lingua, ti servirÃ .;Der Mago parla solo in der letzten Sprache, ti servirà.
Sembri preoccupato, che succede?;Sembri beschäftigt, was gelingt dir?
Il mio miglior guardiano degli alberi, Glough, crede che si tratti di sabotaggio umano. Non ne sono cosÃ¬ sicuro! L'unico modo per saperlo con certezza Ã¨ parlare con Hazelmere.;Mein bester Wächter von Glough glaubte, dass ich ihn umbringen werde. Non ne sono cosísicuro! Nur eine einzige Möglichkeit, mit Sicherheit zu sprechen und mit Hazelmere zu sprechen.
Viaggiatore, posso parlarti con la massima riservatezza?;Viaggiatore, posso parlarti con la massima riservatezza?
Mi sembrano radici.;Mi sembrano radici.
Hai un'idea?;Hast du keine Idee?
Ora vado.;Ora vado.
Ãˆ un libro di traduzione, ti servirÃ  per tradurre quello che dice Hazelmere. Fallo attentamente! Le sue parole sono la nostra unica speranza! Troverai le sue dimore in cima a un'imponente collina, su un'isola a est di Yanille.;Es handelt sich um ein Buch, das von Hazelmere übersetzt wird. Fallo aufmerksam! Le sue parole sono la nostra unica speranza! Ich suche nach einer unwichtigen Siedlung, einer Insel, die von Yanille umgeben ist.
Hazelmere Ã¨ uno dei maghi che hanno creato il Grande Albero! Ãˆ l'unico sopravvissuto da quel momento. Portagli questo campione di corteccia, ti aiuterÃ !;Hazelmere ist ein Wunder, das den großen Albero erschaffen hat! Ãˆ l'unico sopravvissuto da quel momento. Portagli questo campione di corteccia, ti aiuterà !
In effetti sÃ¬. Saresti disposto ad aiutarci a scoprire cosa sta succedendo all'albero?;In effetti sÃ¬. Haben Sie sich gefragt, ob Sie in ganz Albero erfolgreich sein können?
The first task is to find out what's killing the tree.;Die erste Aufgabe besteht darin, herauszufinden, was den Baum tötet.
NO.;NEIN.
CIAO! Sembra essere un insediamento occupato.;CIAO! Es scheint, dass es sich um eine ununterbrochene Beschäftigung handelt.
Impressionante. Qual Ã¨ esattamente il problema?;Impressionant. Was ist das Problem?
Naturalmente, signore.;Natürlich, Signore.
Sarei felice di aiutarti!;Sarei felice di aiutarti!
Ti mostrerÃ² la strada per risalire.;Ti mostrerí la strada per risalire.
Che cos'Ã¨?;Che cos'è?
Non qui, seguimi.;Nicht qui, seguimi.
Selezionare un'opzione;Wählen Sie eine Option aus
Negli ultimi due mesi i nostri guardiani degli alberi hanno segnalato un continuo deterioramento della salute del Grande Albero. Non l'ho mai visto prima! Potrebbe essere la fine per tutti noi!;Letzten Endes, als wir unsere Wachen von den Alberisten bewachten, sorgten wir dafür, dass sich der Gruß des Großen Albero kontinuierlich verschlechterte. Nicht l'ho mai visto prima! Es kann gut sein, dass es Ihnen gut geht!
Allora, cos'Ã¨ questo posto?;Allora, was ist das mit der Post?
Bla. Bla, bla, bla, bla... bla!;Bla. Bla, bla, bla, bla... bla!
Ahahahaha! MinÃ¤, Count Check, olen tarkistanut tilisi. Sinulla on Jagex-tili ja olet asettanut pankin PIN-koodin, joten lÃ¤pÃ¤iset shekkini! Nauti palkinnostasi.;Ahahahaha! MinÃ¤, Count Check, olen tarkistanut tilisi. Sinulla auf Jagex-tili und olet asettanut pankin PIN-koodin, joten läpaiset shekkini! Nauti palkinnostasi.
Puoi scriverlo e provo a tradurlo?;Können Sie schreiben und einen Beitrag leisten?
Bla, bla... Daconia... bla, bla.;Bla, bla... Daconia... bla, bla.
Bla, bla?;Bla, bla?
SÃ¬, mi piacerebbe fare uno spettacolo di mimo.;SÃ¬, mi piacerebbe fare uno spettacolo di mimo.
Devi copiare la performance del mimo, poi tornerai al punto in cui ti trovavi.;Devi kopiere die Leistung von mimo, poi tornerai al punto in cui ti trovavi.
Scusa, sono occupato.;Scusa, sono occupato.
Cosa vorresti dire?;Cosa vorresti dire?
Sia lode al grande Zamorak!;Sia lode al grande Zamorak!
Re Narnode deve essere fermato, Ã¨ un pazzo!;Re Narnode muss Fermato, Ã¨ ein Pazzo!
Credo di si!;Credo di si!
Il grave pericolo si prospetta davanti a noi, solo i piÃ¹ coraggiosi resisteranno.;Die ernste Gefahr war groß, als ich sie erwartete, allein und mit großem Widerstand.
Ciao Viaggiatore, hai parlato con Hazelmere?;Ciao Viaggiatore, hast du mit Hazelmere gesprochen?
Nessuna delle precedenti.;Nessuna delle prezedenti.
No, devo tornare indietro.;Nein, devo tornare indietro.
L'albero sta bene, non hai nulla da temere.;L'albero sta bene, non hai nulla da temere.
Hai del pane? Mi piace il pane.;Hai del pane? Mi piace il pane.
Allora cosa ha detto?;Allora, was hast du gesagt?
Ãˆ giunto il momento di attaccare!;Ãˆ Giunto il momento di attacke!
L'albero ha bisogno di essere annaffiato perchÃ© c'Ã¨ stata la siccitÃ .;Der Albero hatte bisogno di essere annaffiato, perché c'è stata la siccità .
Salve di nuovo, vostra altezza.;Salve di nuovo, vostra altezza.
Devi venire a trovarmi!;Devi venire a trovarmi!
SÃŒ! Sono riuscito a trovarlo.;SÃŒ! Sono riuscito a trovarlo.
Capisci cosa ha detto?;Capisci cosa ha detto?
Tutto andrÃ  bene la terza notte.;Tutto andrà bene la terza notte.
Il tempo ci passa accanto.;Das Tempo ist gekommen.
Devi usare la forza!;Devi usare la forza!
Mi dispiace Viaggiatore ma questo non va bene. La traduzione deve essere perfetta altrimenti le informazioni non serviranno a nulla. Per favore, torna quando saprai esattamente cosa ha detto Hazelmere.;Ich dispiace Viaggiatore ma questo non va bene. Die Übersetzung muss neben den Informationen, die nicht bereitgestellt werden, perfekt sein. Meiner Meinung nach ist es so, dass Hazelmere das Richtige für Sie ist.
Portagli questa banana, capirÃ .;Portagli questa Banane, Kapirà.
Devi aspettare fino alla seconda notte.;Devi kümmerte sich spätestens nach einer Sekunde um sie.
Il tempo Ã¨ essenziale! Dobbiamo muoverci rapidamente.;Das Tempo ist essenziell! Dobbiamo muoverci rapidamente.
Aspetta un attimo, non sembra Hazelmere! Sei sicuro di aver tradotto correttamente?;Aspetta un attimo, non sembra Hazelmere! Sind Sie sich sicher, dass Sie das Richtige getan haben?
Non c'Ã¨ bisogno di fretta, basta inviare un corridore.;Wenn Sie keine Angst haben, betreten Sie bitte einen Korridor.
Devi agire adesso o moriremo tutti!;Devi agire adesso o moriremo tutti!
Usa un secchio di latte di una mucca sacra.;Wir verwenden einen Latte Macchiato aus einer heiligen Mucca.
Niente ci aiuterÃ  adesso!;Niente ci aiuterà adesso!
Solo l'Adamantite Ã¨ utile.;Solo l'Adamantite Ã¨ nützlich.
L'albero morirÃ  tra cinque giorni!;L'albero morirà tra cinque giorni!
Ehm... penso di sÃ¬.;Ähm... penso di sÃ¬.
Salut. Vous devez Ãªtre nouveau par ici. Alors comment je t'appelle ? Â«Â NouveauÂ Â» semble si impersonnel, et si nous devons travailler ensemble, je prÃ©fÃ¨re vous appeler par votre nom.;Gruß. Sie müssen von hier aus ein neues Leben führen. Möchtest du einen Kommentar abgeben? „Neue Leute scheinen unpersönlich zu sein, und wenn wir ein Ensemble arbeiten, bitten wir Sie um Ihren Namen.“
J'ai une barre de bronze. Et maintenant ?;Ich habe eine Barre de Bronze. Et maintenant ?
Je suis Vannaka, le plus grand Ã©pÃ©iste du monde, et je suis ici pour vous apprendre les bases du combat.;Ich war Vannakas größter Meister der Welt und ich war hier, um die Grundlagen des Kampfes zu erlernen.
L'exploitation miniÃ¨re est trÃ¨s simple, tout ce dont vous avez besoin est une pioche. Les roches ici contiennent de lâ€™Ã©tain et du cuivre. Pourquoi ne commencez-vous pas par en extraire ?;Die Mini-Ausbeutung ist sehr einfach, aber Sie müssen nicht darauf achten, dass es ein Problem ist. Die Rochen befinden sich in L'Etain und Cuivre. Können Sie nicht mit dem Extrairen beginnen?
Salut! Je m'appelle [PLAYER_NAME].;Gruß! Ich appelliere an [PLAYER_NAME].
Vous pouvez m'appeler [PLAYER_NAME].;Du kannst [PLAYER_NAME] anrufen.
TrÃ¨s bien, [PLAYER_NAME]. Je m'appelle Dezzick et je suis mineur de mÃ©tier. Apprenons Ã  exploiter le mien.;Herzlichen Glückwunsch, [PLAYER_NAME]. Ich appelliere an Dezzick und bin mein Meister. Apprenons Ã ausbeuter le mien.
Maintenant que vous avez une barre, vous pouvez la transformer en arme. Pour forger quelque chose, il faut un marteau et une enclume. Il y a quelques enclumes juste ici que vous pouvez utiliser. Voyez si vous pouvez fabriquer un poignard en bronze.;Warten Sie, bis Sie eine Barre haben, und lassen Sie den Transformator in den Arm. Für den Fälscher, den er wählte, war er ein Meister und eine Einschließung. Dies sind nur diejenigen, die Sie verwenden möchten. Sie werden wissen, dass Sie einen Stein in Bronze herstellen können.
Est-ce que j'ai l'air de m'en soucier ? Pour moi, vous n'Ãªtes qu'un nouveau venu parmi d'autres qui se croit prÃªt Ã  se battre.;Ist es so, dass ich die Luft meiner Soucier habe? Für mich, du warst noch nicht einmal auf einem neuen Treffen mit anderen, die kurz vor dem Kampf standen.
CommenÃ§ons par vous apprendre Ã  manier une arme.;Kommentieren Sie, dass Sie einen Arm erlernen.
On va vous Ã©quiper.;On va vous équiper.
Non so cosa stia facendo. Se vuoi scoprirlo faresti meglio a perquisire la sua casa.;Nicht so, dass es so ist. Wenn Sie sich die Mühe machen, Ihr Zuhause zu erkunden.
Oh! Ãˆ stato veloce!;Oh! Ãˆ stato veloce!
Hazelmere ha creato le pietre della Daconia. Sono una misura di sicurezza, nel caso in cui l'albero crescesse senza controllo. Sono l'unica cosa che puÃ² uccidere l'albero.;Hazelmere hat den Stein der Daconia geschaffen. Sono una misura di sicurezza, nel caso in cui l'albero crescesse without controllo. Sono l'unica cosa che puí uccidere l'albero.
Buona fortuna!;Buona fortuna!
Cosa sono le pietre della Daconia?;Was ist der Stein von Daconia?
Salire.;Salire.
Non ci si puÃ² fidare del tuo tipo! Mi occuperÃ² io di questo! Torna dal Re.;Es ist nicht möglich, dass Sie sich von Ihrem Typ trennen! Ich besetze dieses! Torna dal Re.
Maybe Glough was right, maybe humans are invading!;Vielleicht hatte Glough recht, vielleicht dringen Menschen ein!
E le rocce della Daconia uccideranno l'albero!;Der Stein der Daconia bricht in die Luft!
Posso aiutare?;Möglicherweise aiutare?
Salve, vostra altezza. Hai qualche notizia sulle pietre della Daconia?;Salve, vostra altezza. Haben Sie eine Mitteilung über Ihren Daconia-Bauern gemacht?
Ne dubito, posso parlare con il prigioniero?;Kein Zweifel, Sie können mit dem Preis sprechen?
Sicuramente no!;Sicherlich nein!
Scendi.;Scendi.
Cosa intendi?!;Cosa intendi?!
Avrei dovuto saperlo! Gli umani invaderanno!;Avrei dovuto saperlo! Gli umani invaderanno!
Mai!;Mai!
Se non Ã¨ lÃ¬, sarÃ  a casa della sua ragazza Anita. Ci vediamo qui dopo che glielo avrai detto.;Wenn du nicht lügst, gehst du zu deinem Haus, Anita. Ich weiß nicht, was ich sagen soll.
Non dirmelo, ti hanno sorpreso mentre trasportavi rocce di Daconia!;Nicht Dirmelo, ti hanno sorpreso mentre trasportavi rocce di Daconia!
